           0   1.0000000000000000     
           1   2.2000000476837158     
           2   3.8013273814083126     
           3   5.5752802802398014     
           4   7.2250449303222890     
           5   8.4773862353205480     
           6   9.1549203751798114     
           7   9.2072344054565516     
           8   8.7002123741959689     
           9   7.7777138338903704     
          10   6.6144711044197111     
          11   5.3755702839137616     
          12   4.1906283537941222     
          13   3.1437388478348058     
          14   2.2757071866548060     
          15   1.5933840749695294     
          16   1.0813385050873237     
          17  0.71258523685666220     
          18  0.45672462977328621     
          19  0.28513366025795339     
          20  0.17361598409207671     
          21  0.10322727524759366     
          22   5.9997381289032842E-002
          23   3.4121797209291337E-002
          24   1.9005807358899611E-002
          25   1.0376649762763273E-002
